# BUSCO version is: 5.8.3 
# The lineage dataset is: metazoa_odb10 (Creation date: 2024-01-08, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
271742at33208	Complete	Pocillopora_tuahiniensis_scaffold155	51888	41609	-	538.6	451	https://v10-1.orthodb.org/?query=271742at33208	Nuclear pore localisation protein NPL4, C-terminal
272605at33208	Complete	Pocillopora_tuahiniensis_scaffold373	216310	218351	+	557.0	392	https://v10-1.orthodb.org/?query=272605at33208	DET1 homolog
273040at33208	Complete	Pocillopora_tuahiniensis_scaffold145	230104	234375	+	184.2	128	https://v10-1.orthodb.org/?query=273040at33208	N-end aminoacyl transferase, N-terminal
273367at33208	Complete	Pocillopora_tuahiniensis_scaffold187	198879	189687	-	146.3	247	https://v10-1.orthodb.org/?query=273367at33208	ODR-4-like
273989at33208	Complete	Pocillopora_tuahiniensis_scaffold317	244323	228467	-	621.7	447	https://v10-1.orthodb.org/?query=273989at33208	RNA helicase
274044at33208	Duplicated	Pocillopora_tuahiniensis_scaffold80	973112	983920	+	596.2	523	https://v10-1.orthodb.org/?query=274044at33208	Plus-3 domain
274044at33208	Duplicated	Pocillopora_tuahiniensis_scaffold229	1346565	1356573	+	596.0	523	https://v10-1.orthodb.org/?query=274044at33208	Plus-3 domain
274064at33208	Complete	Pocillopora_tuahiniensis_scaffold438	347032	356307	+	455.1	278	https://v10-1.orthodb.org/?query=274064at33208	Protein O-glucosyltransferase 1
274769at33208	Complete	Pocillopora_tuahiniensis_scaffold109	1461450	1469086	+	489.6	340	https://v10-1.orthodb.org/?query=274769at33208	Ubiquitin specific protease, conserved site
274992at33208	Complete	Pocillopora_tuahiniensis_scaffold123	1358785	1365814	+	642.8	353	https://v10-1.orthodb.org/?query=274992at33208	Clathrin adaptor, mu subunit
277935at33208	Complete	Pocillopora_tuahiniensis_scaffold202	429542	463458	+	641.3	556	https://v10-1.orthodb.org/?query=277935at33208	nuclear pore complex protein Nup107
278227at33208	Complete	Pocillopora_tuahiniensis_scaffold411	355269	342410	-	443.6	341	https://v10-1.orthodb.org/?query=278227at33208	Zinc finger, RING-type
279631at33208	Complete	Pocillopora_tuahiniensis_scaffold444	255241	212741	-	658.3	552	https://v10-1.orthodb.org/?query=279631at33208	WD40 repeat
279992at33208	Complete	Pocillopora_tuahiniensis_scaffold23	449785	463716	+	424.0	331	https://v10-1.orthodb.org/?query=279992at33208	Lin-9 DREAM MuvB core complex component
280914at33208	Complete	Pocillopora_tuahiniensis_scaffold348	590569	604029	+	435.9	509	https://v10-1.orthodb.org/?query=280914at33208	Nicastrin
281304at33208	Complete	Pocillopora_tuahiniensis_scaffold16	658672	649662	-	315.2	314	https://v10-1.orthodb.org/?query=281304at33208	GPI mannosyltransferase
281693at33208	Complete	Pocillopora_tuahiniensis_scaffold321	315269	339155	+	783.1	593	https://v10-1.orthodb.org/?query=281693at33208	WD40 repeat
283637at33208	Complete	Pocillopora_tuahiniensis_scaffold347	459928	458599	-	693.1	363	https://v10-1.orthodb.org/?query=283637at33208	COP9 signalosome complex subunit 2
284059at33208	Complete	Pocillopora_tuahiniensis_scaffold109	840783	848700	+	369.7	272	https://v10-1.orthodb.org/?query=284059at33208	Intraflagellar transport 52
285146at33208	Complete	Pocillopora_tuahiniensis_scaffold80	198524	190096	-	463.6	313	https://v10-1.orthodb.org/?query=285146at33208	General transcription factor IIH subunit
285902at33208	Complete	Pocillopora_tuahiniensis_scaffold23	549786	584345	+	434.5	406	https://v10-1.orthodb.org/?query=285902at33208	Protein of unknown function DUF2362
285966at33208	Complete	Pocillopora_tuahiniensis_scaffold221	254680	249348	-	418.0	380	https://v10-1.orthodb.org/?query=285966at33208	KIF-1 binding protein
286553at33208	Complete	Pocillopora_tuahiniensis_scaffold76	1555382	1534487	-	320.4	282	https://v10-1.orthodb.org/?query=286553at33208	GDP-fucose protein O-fucosyltransferase
289235at33208	Complete	Pocillopora_tuahiniensis_scaffold158	1134630	1137716	+	242.3	243	https://v10-1.orthodb.org/?query=289235at33208	E3 ubiquitin-protein ligase TM129
289928at33208	Complete	Pocillopora_tuahiniensis_scaffold264	56563	45380	-	406.4	336	https://v10-1.orthodb.org/?query=289928at33208	Major facilitator superfamily
291505at33208	Complete	Pocillopora_tuahiniensis_scaffold224	795134	811914	+	565.3	437	https://v10-1.orthodb.org/?query=291505at33208	tRNA (cytosine(34)-C(5))-methyltransferase
291875at33208	Complete	Pocillopora_tuahiniensis_scaffold203	360858	365891	+	429.1	422	https://v10-1.orthodb.org/?query=291875at33208	U3 small nucleolar ribonucleoprotein complex, subunit Mpp10
295556at33208	Duplicated	Pocillopora_tuahiniensis_scaffold66	27717	55915	+	486.6	629	https://v10-1.orthodb.org/?query=295556at33208	Codanin-1, C-terminal domain
295556at33208	Duplicated	Pocillopora_tuahiniensis_scaffold347	1292371	1321023	+	488.2	624	https://v10-1.orthodb.org/?query=295556at33208	Codanin-1, C-terminal domain
295775at33208	Complete	Pocillopora_tuahiniensis_scaffold38	973357	987953	+	295.2	263	https://v10-1.orthodb.org/?query=295775at33208	Protein arginine methyltransferase NDUFAF7
300303at33208	Complete	Pocillopora_tuahiniensis_scaffold366	877759	892904	+	385.6	380	https://v10-1.orthodb.org/?query=300303at33208	Cell cycle regulator Mat89Bb
301572at33208	Complete	Pocillopora_tuahiniensis_scaffold517	363480	367804	+	585.3	397	https://v10-1.orthodb.org/?query=301572at33208	Nop domain
302186at33208	Complete	Pocillopora_tuahiniensis_scaffold110	523000	520714	-	276.6	347	https://v10-1.orthodb.org/?query=302186at33208	Anaphase-promoting complex subunit 4 long domain
302279at33208	Complete	Pocillopora_tuahiniensis_scaffold38	1484203	1478580	-	521.8	303	https://v10-1.orthodb.org/?query=302279at33208	WD40 repeat
302921at33208	Complete	Pocillopora_tuahiniensis_scaffold94	451901	445954	-	101.3	150	https://v10-1.orthodb.org/?query=302921at33208	Ubiquitin-associated domain
303117at33208	Complete	Pocillopora_tuahiniensis_scaffold180	64677	101150	+	369.2	342	https://v10-1.orthodb.org/?query=303117at33208	Helicase/UvrB, N-terminal
304388at33208	Complete	Pocillopora_tuahiniensis_scaffold137	157270	147636	-	348.2	327	https://v10-1.orthodb.org/?query=304388at33208	WD40 repeat
305260at33208	Complete	Pocillopora_tuahiniensis_scaffold84	184123	194552	+	574.0	370	https://v10-1.orthodb.org/?query=305260at33208	PIGA, GPI anchor biosynthesis
306101at33208	Complete	Pocillopora_tuahiniensis_scaffold659	561475	567435	+	359.6	292	https://v10-1.orthodb.org/?query=306101at33208	Aminomethyltransferase
307109at33208	Complete	Pocillopora_tuahiniensis_scaffold90	774097	772849	-	467.5	347	https://v10-1.orthodb.org/?query=307109at33208	PurE domain
308610at33208	Complete	Pocillopora_tuahiniensis_scaffold123	1369642	1377812	+	574.7	364	https://v10-1.orthodb.org/?query=308610at33208	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
311438at33208	Complete	Pocillopora_tuahiniensis_scaffold417	367851	373015	+	365.7	259	https://v10-1.orthodb.org/?query=311438at33208	PFTB repeat
311758at33208	Complete	Pocillopora_tuahiniensis_scaffold189	155068	171942	+	682.8	441	https://v10-1.orthodb.org/?query=311758at33208	Sec1-like protein
311761at33208	Complete	Pocillopora_tuahiniensis_scaffold143	788952	775724	-	449.4	471	https://v10-1.orthodb.org/?query=311761at33208	THO complex, subunit 5
312577at33208	Complete	Pocillopora_tuahiniensis_scaffold6	180701	172850	-	309.8	318	https://v10-1.orthodb.org/?query=312577at33208	Zinc finger CCHC-type containing 4
313091at33208	Complete	Pocillopora_tuahiniensis_scaffold646	392834	398975	+	458.2	298	https://v10-1.orthodb.org/?query=313091at33208	Winged helix-like DNA-binding domain superfamily
315044at33208	Complete	Pocillopora_tuahiniensis_scaffold232	1019930	1027619	+	577.4	404	https://v10-1.orthodb.org/?query=315044at33208	Tetratricopeptide repeat
315393at33208	Missing
317470at33208	Complete	Pocillopora_tuahiniensis_scaffold160	681825	671060	-	390.7	291	https://v10-1.orthodb.org/?query=317470at33208	tRNA-dihydrouridine(20) synthase 
318483at33208	Complete	Pocillopora_tuahiniensis_scaffold222	417430	401941	-	469.7	322	https://v10-1.orthodb.org/?query=318483at33208	Thioredoxin domain
318532at33208	Complete	Pocillopora_tuahiniensis_scaffold122	235116	223607	-	631.4	337	https://v10-1.orthodb.org/?query=318532at33208	tRNA pseudouridylate synthase B, C-terminal
319574at33208	Missing
320390at33208	Complete	Pocillopora_tuahiniensis_scaffold624	828241	858734	+	608.1	498	https://v10-1.orthodb.org/?query=320390at33208	N(alpha)-acetyltransferase 35, NatC auxiliary subunit
321332at33208	Duplicated	Pocillopora_tuahiniensis_scaffold180	896079	884841	-	378.3	452	https://v10-1.orthodb.org/?query=321332at33208	Integrator complex subunit 10
321332at33208	Duplicated	Pocillopora_tuahiniensis_scaffold918	3814	16164	+	377.4	452	https://v10-1.orthodb.org/?query=321332at33208	Integrator complex subunit 10
323399at33208	Complete	Pocillopora_tuahiniensis_scaffold75	1395636	1380541	-	627.5	407	https://v10-1.orthodb.org/?query=323399at33208	Helicase, C-terminal
323473at33208	Complete	Pocillopora_tuahiniensis_scaffold149	82722	77328	-	514.5	287	https://v10-1.orthodb.org/?query=323473at33208	Geranylgeranyl transferase type-2 subunit beta
324249at33208	Complete	Pocillopora_tuahiniensis_scaffold770	403834	398961	-	324.6	341	https://v10-1.orthodb.org/?query=324249at33208	Transcription factor IIIC subunit 5, HTH domain
325183at33208	Complete	Pocillopora_tuahiniensis_scaffold830	236470	249682	+	557.3	346	https://v10-1.orthodb.org/?query=325183at33208	Fumarylacetoacetase, N-terminal
327301at33208	Complete	Pocillopora_tuahiniensis_scaffold223	11176	6497	-	133.1	197	https://v10-1.orthodb.org/?query=327301at33208	WD40 repeat
331112at33208	Complete	Pocillopora_tuahiniensis_scaffold531	101573	91481	-	561.1	399	https://v10-1.orthodb.org/?query=331112at33208	tRNA-dihydrouridine synthase
331186at33208	Complete	Pocillopora_tuahiniensis_scaffold558	121336	126625	+	333.5	297	https://v10-1.orthodb.org/?query=331186at33208	RNA recognition motif domain
332870at33208	Complete	Pocillopora_tuahiniensis_scaffold124	552774	557827	+	274.1	223	https://v10-1.orthodb.org/?query=332870at33208	Exoribonuclease, phosphorolytic domain 1
333062at33208	Complete	Pocillopora_tuahiniensis_scaffold362	405887	414702	+	595.9	351	https://v10-1.orthodb.org/?query=333062at33208	Eukaryotic translation initiation factor 3 subunit E
333800at33208	Complete	Pocillopora_tuahiniensis_scaffold123	492917	501286	+	525.9	518	https://v10-1.orthodb.org/?query=333800at33208	protein SMG8
334272at33208	Complete	Pocillopora_tuahiniensis_scaffold624	620750	635242	+	307.8	307	https://v10-1.orthodb.org/?query=334272at33208	G-patch domain
334331at33208	Complete	Pocillopora_tuahiniensis_scaffold16	854347	872556	+	705.2	460	https://v10-1.orthodb.org/?query=334331at33208	cactin
334336at33208	Complete	Pocillopora_tuahiniensis_scaffold29	1470053	1480868	+	458.1	402	https://v10-1.orthodb.org/?query=334336at33208	Hepatocyte growth factor-regulated tyrosine kinase substrate
334342at33208	Complete	Pocillopora_tuahiniensis_scaffold93	843845	814121	-	531.1	623	https://v10-1.orthodb.org/?query=334342at33208	Exocyst complex component 4
334764at33208	Complete	Pocillopora_tuahiniensis_scaffold517	523954	528995	+	377.0	296	https://v10-1.orthodb.org/?query=334764at33208	UAA transporter
334820at33208	Complete	Pocillopora_tuahiniensis_scaffold687	321372	309649	-	432.2	311	https://v10-1.orthodb.org/?query=334820at33208	Tetratricopeptide repeat
335107at33208	Complete	Pocillopora_tuahiniensis_scaffold110	1616	11279	+	269.6	217	https://v10-1.orthodb.org/?query=335107at33208	S-adenosylmethionine decarboxylase
336647at33208	Complete	Pocillopora_tuahiniensis_scaffold477	276353	303646	+	367.9	482	https://v10-1.orthodb.org/?query=336647at33208	anaphase-promoting complex subunit 5
338191at33208	Complete	Pocillopora_tuahiniensis_scaffold97	807448	823459	+	782.3	489	https://v10-1.orthodb.org/?query=338191at33208	GTP binding domain
338482at33208	Complete	Pocillopora_tuahiniensis_scaffold54	587597	585050	-	500.7	433	https://v10-1.orthodb.org/?query=338482at33208	RFT1
339127at33208	Complete	Pocillopora_tuahiniensis_scaffold529	174755	186414	+	406.3	411	https://v10-1.orthodb.org/?query=339127at33208	glycosylphosphatidylinositol anchor attachment 1 protein
339319at33208	Complete	Pocillopora_tuahiniensis_scaffold16	644716	640672	-	248.3	243	https://v10-1.orthodb.org/?query=339319at33208	Poly(ADP-ribose) polymerase, catalytic domain
340558at33208	Complete	Pocillopora_tuahiniensis_scaffold3	1042975	1053779	+	522.8	327	https://v10-1.orthodb.org/?query=340558at33208	Bystin
340577at33208	Complete	Pocillopora_tuahiniensis_scaffold196	481678	479929	-	599.1	483	https://v10-1.orthodb.org/?query=340577at33208	Bardet-Biedl syndrome 1, N-terminal
344338at33208	Complete	Pocillopora_tuahiniensis_scaffold168	515628	523547	+	377.4	309	https://v10-1.orthodb.org/?query=344338at33208	Ceramide glucosyltransferase
344346at33208	Missing
344442at33208	Complete	Pocillopora_tuahiniensis_scaffold142	266289	262285	-	252.1	235	https://v10-1.orthodb.org/?query=344442at33208	Nuclear pore complex, NUP2/50/61
344581at33208	Complete	Pocillopora_tuahiniensis_scaffold24	130064	116842	-	379.0	244	https://v10-1.orthodb.org/?query=344581at33208	Serine/threonine-protein phosphatase 2A activator
344611at33208	Complete	Pocillopora_tuahiniensis_scaffold619	122553	113512	-	282.4	259	https://v10-1.orthodb.org/?query=344611at33208	Peroxisomal membrane protein PEX16
345099at33208	Complete	Pocillopora_tuahiniensis_scaffold5	564589	552112	-	769.7	645	https://v10-1.orthodb.org/?query=345099at33208	Nuclear pore protein
345959at33208	Complete	Pocillopora_tuahiniensis_scaffold81	245320	241305	-	178.9	224	https://v10-1.orthodb.org/?query=345959at33208	ataxin-10
346541at33208	Complete	Pocillopora_tuahiniensis_scaffold232	192121	196269	+	577.9	427	https://v10-1.orthodb.org/?query=346541at33208	Menin
347600at33208	Complete	Pocillopora_tuahiniensis_scaffold646	171364	172606	+	464.0	299	https://v10-1.orthodb.org/?query=347600at33208	lariat debranching enzyme
348449at33208	Complete	Pocillopora_tuahiniensis_scaffold110	2022548	2054318	+	191.5	294	https://v10-1.orthodb.org/?query=348449at33208	Ribosomal protein S9
348544at33208	Complete	Pocillopora_tuahiniensis_scaffold232	189546	184417	-	442.6	313	https://v10-1.orthodb.org/?query=348544at33208	Translation initiation factor IF2/IF5
348761at33208	Complete	Pocillopora_tuahiniensis_scaffold311	671537	679495	+	331.3	229	https://v10-1.orthodb.org/?query=348761at33208	Hemimethylated DNA-binding domain
349064at33208	Complete	Pocillopora_tuahiniensis_scaffold136	405877	419890	+	458.0	284	https://v10-1.orthodb.org/?query=349064at33208	Proteasome component (PCI) domain
349627at33208	Duplicated	Pocillopora_tuahiniensis_scaffold144	10344	15111	+	257.0	267	https://v10-1.orthodb.org/?query=349627at33208	Sister chromatid cohesion protein Dcc1
349627at33208	Duplicated	Pocillopora_tuahiniensis_scaffold364	29138	24728	-	259.2	264	https://v10-1.orthodb.org/?query=349627at33208	Sister chromatid cohesion protein Dcc1
351226at33208	Complete	Pocillopora_tuahiniensis_scaffold173	135481	122423	-	187.6	229	https://v10-1.orthodb.org/?query=351226at33208	Vps16, C-terminal
352600at33208	Complete	Pocillopora_tuahiniensis_scaffold770	716570	704327	-	517.1	293	https://v10-1.orthodb.org/?query=352600at33208	Deoxyhypusine synthase
352854at33208	Complete	Pocillopora_tuahiniensis_scaffold192	311723	318668	+	483.8	358	https://v10-1.orthodb.org/?query=352854at33208	ATPase, V1 complex, subunit H
353286at33208	Complete	Pocillopora_tuahiniensis_scaffold192	30814	22694	-	365.7	315	https://v10-1.orthodb.org/?query=353286at33208	Dynactin subunit 4
353768at33208	Complete	Pocillopora_tuahiniensis_scaffold246	167976	174327	+	356.4	308	https://v10-1.orthodb.org/?query=353768at33208	Eukaryotic translation initiation factor 3 subunit M
354829at33208	Complete	Pocillopora_tuahiniensis_scaffold21	232965	228366	-	538.9	280	https://v10-1.orthodb.org/?query=354829at33208	COP9 signalosome complex subunit 5
354949at33208	Complete	Pocillopora_tuahiniensis_scaffold61	254535	269827	+	377.9	328	https://v10-1.orthodb.org/?query=354949at33208	phosphatidylinositol glycan anchor biosynthesis class U protein
355210at33208	Complete	Pocillopora_tuahiniensis_scaffold672	55164	95008	+	405.4	360	https://v10-1.orthodb.org/?query=355210at33208	General transcription factor IIH subunit 1
355739at33208	Complete	Pocillopora_tuahiniensis_scaffold390	1066373	1059840	-	290.5	247	https://v10-1.orthodb.org/?query=355739at33208	Golgi to ER traffic protein 4
356175at33208	Complete	Pocillopora_tuahiniensis_scaffold109	509856	514207	+	198.4	239	https://v10-1.orthodb.org/?query=356175at33208	WD40 repeat
356334at33208	Complete	Pocillopora_tuahiniensis_scaffold483	182333	164564	-	744.4	686	https://v10-1.orthodb.org/?query=356334at33208	Pep3/Vps18/deep orange
356503at33208	Complete	Pocillopora_tuahiniensis_scaffold119	274942	271936	-	371.8	262	https://v10-1.orthodb.org/?query=356503at33208	GDP-fucose transporter
357580at33208	Complete	Pocillopora_tuahiniensis_scaffold47	55672	59942	+	387.3	228	https://v10-1.orthodb.org/?query=357580at33208	WD40 repeat
359075at33208	Complete	Pocillopora_tuahiniensis_scaffold13	422290	452323	+	423.0	331	https://v10-1.orthodb.org/?query=359075at33208	protein Red
359324at33208	Complete	Pocillopora_tuahiniensis_scaffold187	113004	116181	+	251.6	211	https://v10-1.orthodb.org/?query=359324at33208	Prostaglandin E synthase 2
359369at33208	Complete	Pocillopora_tuahiniensis_scaffold186	272416	277866	+	378.0	261	https://v10-1.orthodb.org/?query=359369at33208	DNA-directed RNA polymerase, insert domain
359532at33208	Missing
360379at33208	Complete	Pocillopora_tuahiniensis_scaffold386	578464	567378	-	278.6	251	https://v10-1.orthodb.org/?query=360379at33208	S-adenosyl-L-methionine-dependent methyltransferase
360753at33208	Complete	Pocillopora_tuahiniensis_scaffold577	382662	389207	+	316.3	229	https://v10-1.orthodb.org/?query=360753at33208	Methyltransferase type 11
361100at33208	Complete	Pocillopora_tuahiniensis_scaffold737	134954	139433	+	445.2	270	https://v10-1.orthodb.org/?query=361100at33208	WD40 repeat
361203at33208	Complete	Pocillopora_tuahiniensis_scaffold397	145847	153216	+	583.7	388	https://v10-1.orthodb.org/?query=361203at33208	WD40 repeat
361216at33208	Complete	Pocillopora_tuahiniensis_scaffold283	222300	226119	+	280.5	288	https://v10-1.orthodb.org/?query=361216at33208	F-box domain
363634at33208	Complete	Pocillopora_tuahiniensis_scaffold404	105440	85079	-	192.1	200	https://v10-1.orthodb.org/?query=363634at33208	Ribosomal protein S22, mitochondrial
363840at33208	Complete	Pocillopora_tuahiniensis_scaffold29	1192471	1161392	-	321.0	306	https://v10-1.orthodb.org/?query=363840at33208	DNA-directed RNA polymerase III subunit Rpc5
363851at33208	Complete	Pocillopora_tuahiniensis_scaffold208	553429	546441	-	342.5	310	https://v10-1.orthodb.org/?query=363851at33208	METTL16/RlmF family
364383at33208	Complete	Pocillopora_tuahiniensis_scaffold751	43123	37561	-	467.2	335	https://v10-1.orthodb.org/?query=364383at33208	26S Proteasome non-ATPase regulatory subunit 6
364694at33208	Duplicated	Pocillopora_tuahiniensis_scaffold642	183703	155655	-	749.4	457	https://v10-1.orthodb.org/?query=364694at33208	Signal recognition particle receptor, alpha subunit, N-terminal
364694at33208	Duplicated	Pocillopora_tuahiniensis_scaffold108	3553312	3562572	+	742.9	451	https://v10-1.orthodb.org/?query=364694at33208	Signal recognition particle receptor, alpha subunit, N-terminal
365323at33208	Complete	Pocillopora_tuahiniensis_scaffold770	291239	296664	+	404.8	242	https://v10-1.orthodb.org/?query=365323at33208	WD40 repeat
365561at33208	Complete	Pocillopora_tuahiniensis_scaffold220	1054873	1058328	+	596.3	361	https://v10-1.orthodb.org/?query=365561at33208	ATPase, AAA-type, conserved site
365691at33208	Complete	Pocillopora_tuahiniensis_scaffold30	768103	775960	+	294.3	243	https://v10-1.orthodb.org/?query=365691at33208	Origin recognition complex, subunit 2
366124at33208	Complete	Pocillopora_tuahiniensis_scaffold619	281609	286543	+	244.3	232	https://v10-1.orthodb.org/?query=366124at33208	rRNA adenine N(6)-methyltransferase
366814at33208	Complete	Pocillopora_tuahiniensis_scaffold203	29407	27622	-	587.6	377	https://v10-1.orthodb.org/?query=366814at33208	Golgi pH regulator, conserved domain
366936at33208	Duplicated	Pocillopora_tuahiniensis_scaffold548	74668	67576	-	305.6	218	https://v10-1.orthodb.org/?query=366936at33208	Protein kinase domain
366936at33208	Duplicated	Pocillopora_tuahiniensis_scaffold78	709299	706042	-	276.8	217	https://v10-1.orthodb.org/?query=366936at33208	Protein kinase domain
366936at33208	Duplicated	Pocillopora_tuahiniensis_scaffold490	457027	459909	+	309.2	213	https://v10-1.orthodb.org/?query=366936at33208	Protein kinase domain
367493at33208	Complete	Pocillopora_tuahiniensis_scaffold624	795516	792878	-	391.9	336	https://v10-1.orthodb.org/?query=367493at33208	Integrator complex subunit 14
367551at33208	Complete	Pocillopora_tuahiniensis_scaffold72	538707	530987	-	613.8	380	https://v10-1.orthodb.org/?query=367551at33208	Helicase, C-terminal
367596at33208	Complete	Pocillopora_tuahiniensis_scaffold388	468393	454503	-	657.0	508	https://v10-1.orthodb.org/?query=367596at33208	Zinc finger, CCHC-type
367957at33208	Complete	Pocillopora_tuahiniensis_scaffold180	571577	562420	-	444.0	297	https://v10-1.orthodb.org/?query=367957at33208	Dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
368565at33208	Complete	Pocillopora_tuahiniensis_scaffold29	608347	624320	+	567.4	330	https://v10-1.orthodb.org/?query=368565at33208	serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma
368670at33208	Complete	Pocillopora_tuahiniensis_scaffold161	396703	395599	-	317.1	202	https://v10-1.orthodb.org/?query=368670at33208	Nuclear respiratory factor-1, activation binding domain
368875at33208	Complete	Pocillopora_tuahiniensis_scaffold517	517602	523761	+	247.2	198	https://v10-1.orthodb.org/?query=368875at33208	Phospholipid/glycerol acyltransferase
371241at33208	Complete	Pocillopora_tuahiniensis_scaffold517	255006	259342	+	237.6	177	https://v10-1.orthodb.org/?query=371241at33208	Mitochondrial import inner membrane translocase subunit Tim50
371297at33208	Complete	Pocillopora_tuahiniensis_scaffold424	918817	913817	-	595.3	329	https://v10-1.orthodb.org/?query=371297at33208	Replication factor C subunit 3
371526at33208	Complete	Pocillopora_tuahiniensis_scaffold15	254603	249821	-	496.7	248	https://v10-1.orthodb.org/?query=371526at33208	CCR4-NOT transcription complex subunit 9
372257at33208	Complete	Pocillopora_tuahiniensis_scaffold681	462957	455671	-	264.8	203	https://v10-1.orthodb.org/?query=372257at33208	TatD family
372707at33208	Complete	Pocillopora_tuahiniensis_scaffold490	771501	775559	+	391.3	245	https://v10-1.orthodb.org/?query=372707at33208	Actin-related protein 2/3 complex subunit 2
373040at33208	Complete	Pocillopora_tuahiniensis_scaffold471	134769	130002	-	439.8	247	https://v10-1.orthodb.org/?query=373040at33208	Zinc finger, CCCH-type
376982at33208	Complete	Pocillopora_tuahiniensis_scaffold618	29822	46381	+	483.7	252	https://v10-1.orthodb.org/?query=376982at33208	26S proteasome non-ATPase regulatory subunit 14
378033at33208	Complete	Pocillopora_tuahiniensis_scaffold716	466613	475314	+	301.1	351	https://v10-1.orthodb.org/?query=378033at33208	uncharacterized protein KIAA2013 homolog
378316at33208	Complete	Pocillopora_tuahiniensis_scaffold188	315914	310177	-	425.3	269	https://v10-1.orthodb.org/?query=378316at33208	Probable tRNA N6-adenosine threonylcarbamoyltransferase
378768at33208	Complete	Pocillopora_tuahiniensis_scaffold136	571089	574149	+	466.6	239	https://v10-1.orthodb.org/?query=378768at33208	Small GTPase
378913at33208	Complete	Pocillopora_tuahiniensis_scaffold592	79423	82655	+	207.0	152	https://v10-1.orthodb.org/?query=378913at33208	Intraflagellar transport complex B protein 46
379076at33208	Complete	Pocillopora_tuahiniensis_scaffold124	982770	1005034	+	218.6	192	https://v10-1.orthodb.org/?query=379076at33208	Nucleoporin p58/p45
379636at33208	Complete	Pocillopora_tuahiniensis_scaffold114	53223	60757	+	358.4	294	https://v10-1.orthodb.org/?query=379636at33208	26S Proteasome non-ATPase regulatory subunit 13
379771at33208	Complete	Pocillopora_tuahiniensis_scaffold708	100116	109794	+	281.5	229	https://v10-1.orthodb.org/?query=379771at33208	Asparagine synthase
380583at33208	Complete	Pocillopora_tuahiniensis_scaffold921	301751	307243	+	515.9	274	https://v10-1.orthodb.org/?query=380583at33208	WD40 repeat
381303at33208	Complete	Pocillopora_tuahiniensis_scaffold142	1049684	1045404	-	260.1	268	https://v10-1.orthodb.org/?query=381303at33208	Peroxisomal biogenesis factor 3
382000at33208	Complete	Pocillopora_tuahiniensis_scaffold348	193755	200961	+	155.8	138	https://v10-1.orthodb.org/?query=382000at33208	Leucine-rich repeat
382262at33208	Complete	Pocillopora_tuahiniensis_scaffold482	622718	610333	-	126.7	136	https://v10-1.orthodb.org/?query=382262at33208	Zinc finger CCCH-type containing 14
382750at33208	Complete	Pocillopora_tuahiniensis_scaffold453	243486	229591	-	390.8	322	https://v10-1.orthodb.org/?query=382750at33208	Dephospho-CoA kinase
383313at33208	Complete	Pocillopora_tuahiniensis_scaffold276	342412	346837	+	365.6	294	https://v10-1.orthodb.org/?query=383313at33208	Trafficking protein particle complex subunit 13
384187at33208	Complete	Pocillopora_tuahiniensis_scaffold607	48692	60321	+	712.3	423	https://v10-1.orthodb.org/?query=384187at33208	SNW domain-containing protein 1
386666at33208	Complete	Pocillopora_tuahiniensis_scaffold365	63491	66217	+	196.2	213	https://v10-1.orthodb.org/?query=386666at33208	WASH1, WAHD domain
387079at33208	Complete	Pocillopora_tuahiniensis_scaffold128	1096948	1095820	-	268.8	220	https://v10-1.orthodb.org/?query=387079at33208	Zinc finger, double-stranded RNA binding
387117at33208	Complete	Pocillopora_tuahiniensis_scaffold687	103370	110350	+	177.5	212	https://v10-1.orthodb.org/?query=387117at33208	Acyl transferase
387878at33208	Complete	Pocillopora_tuahiniensis_scaffold213	221167	213731	-	412.4	335	https://v10-1.orthodb.org/?query=387878at33208	Amino acid transporter, transmembrane domain
389367at33208	Complete	Pocillopora_tuahiniensis_scaffold81	1349719	1356149	+	403.5	244	https://v10-1.orthodb.org/?query=389367at33208	dolichyl-phosphate beta-glucosyltransferase
389527at33208	Complete	Pocillopora_tuahiniensis_scaffold348	996561	986501	-	745.0	554	https://v10-1.orthodb.org/?query=389527at33208	Conserved oligomeric Golgi complex, subunit 3
389570at33208	Complete	Pocillopora_tuahiniensis_scaffold231	786783	781071	-	479.6	322	https://v10-1.orthodb.org/?query=389570at33208	Phenylalanyl-tRNA synthetase
389591at33208	Complete	Pocillopora_tuahiniensis_scaffold17	452665	426353	-	292.6	224	https://v10-1.orthodb.org/?query=389591at33208	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
390192at33208	Complete	Pocillopora_tuahiniensis_scaffold579	89301	86451	-	348.5	259	https://v10-1.orthodb.org/?query=390192at33208	alpha-1,3/1,6-mannosyltransferase ALG2
390402at33208	Complete	Pocillopora_tuahiniensis_scaffold208	326616	333115	+	352.2	236	https://v10-1.orthodb.org/?query=390402at33208	glyoxalase domain-containing protein 4
391896at33208	Complete	Pocillopora_tuahiniensis_scaffold222	1421551	1412911	-	399.1	267	https://v10-1.orthodb.org/?query=391896at33208	DnaJ domain
